respondent_id,cohort,age_band,episode,score
R1670,Private bank,18-29,Apply for credit,8
R1671,Public bank,18-29,Open an account,9
R1671,Public bank,18-29,Make a payment,9
R1671,Public bank,18-29,Get support,7
R1671,Public bank,18-29,Apply for credit,6
R1672,Public bank,18-29,Open an account,8
R1672,Public bank,18-29,Make a payment,8
R1672,Public bank,18-29,Get support,2
R1672,Public bank,18-29,Apply for credit,6
R1673,Neobank / payments app,18-29,Open an account,5
R1673,Neobank / payments app,18-29,Make a payment,10
R1673,Neobank / payments app,18-29,Get support,10
R1673,Neobank / payments app,18-29,Apply for credit,4
R1674,Public bank,30-44,Open an account,5
R1674,Public bank,30-44,Make a payment,10
R1674,Public bank,30-44,Get support,6
R1674,Public bank,30-44,Apply for credit,2
R1675,Neobank / payments app,45-59,Open an account,9
R1675,Neobank / payments app,45-59,Make a payment,10
R1675,Neobank / payments app,45-59,Get support,8
R1675,Neobank / payments app,45-59,Apply for credit,10
R1676,Public bank,30-44,Open an account,4
R1676,Public bank,30-44,Make a payment,8
R1676,Public bank,30-44,Get support,8
R1676,Public bank,30-44,Apply for credit,5
R1677,Neobank / payments app,30-44,Open an account,6
R1677,Neobank / payments app,30-44,Make a payment,10
R1677,Neobank / payments app,30-44,Get support,7
R1677,Neobank / payments app,30-44,Apply for credit,7
R1678,Private bank,30-44,Open an account,9
R1678,Private bank,30-44,Make a payment,10
R1678,Private bank,30-44,Get support,9
R1678,Private bank,30-44,Apply for credit,8
R1679,Neobank / payments app,18-29,Open an account,10
R1679,Neobank / payments app,18-29,Make a payment,9
R1679,Neobank / payments app,18-29,Get support,6
R1679,Neobank / payments app,18-29,Apply for credit,7
R1680,Public bank,30-44,Open an account,10
R1680,Public bank,30-44,Make a payment,6
R1680,Public bank,30-44,Get support,2
R1680,Public bank,30-44,Apply for credit,8
R1681,Private bank,60+,Open an account,9
R1681,Private bank,60+,Make a payment,10
R1681,Private bank,60+,Get support,8
R1681,Private bank,60+,Apply for credit,7
R1682,Public bank,18-29,Open an account,3
R1682,Public bank,18-29,Make a payment,9
R1682,Public bank,18-29,Get support,6
R1682,Public bank,18-29,Apply for credit,6
R1683,Private bank,30-44,Open an account,8
R1683,Private bank,30-44,Make a payment,6
R1683,Private bank,30-44,Get support,9
R1683,Private bank,30-44,Apply for credit,9
R1684,Private bank,45-59,Open an account,6
R1684,Private bank,45-59,Make a payment,3
R1684,Private bank,45-59,Get support,5
R1684,Private bank,45-59,Apply for credit,8
R1685,Private bank,30-44,Open an account,6
R1685,Private bank,30-44,Make a payment,10
R1685,Private bank,30-44,Get support,10
R1685,Private bank,30-44,Apply for credit,7
R1686,Neobank / payments app,18-29,Open an account,10
R1686,Neobank / payments app,18-29,Make a payment,10
R1686,Neobank / payments app,18-29,Get support,6
R1686,Neobank / payments app,18-29,Apply for credit,7
R1687,Public bank,30-44,Open an account,4
R1687,Public bank,30-44,Make a payment,7
R1687,Public bank,30-44,Get support,6
R1687,Public bank,30-44,Apply for credit,4
R1688,Neobank / payments app,18-29,Open an account,10
R1688,Neobank / payments app,18-29,Make a payment,8
R1688,Neobank / payments app,18-29,Get support,7
R1688,Neobank / payments app,18-29,Apply for credit,9
R1689,Private bank,60+,Open an account,6
R1689,Private bank,60+,Make a payment,10
R1689,Private bank,60+,Get support,10
R1689,Private bank,60+,Apply for credit,7
R1690,Private bank,18-29,Open an account,8
R1690,Private bank,18-29,Make a payment,10
R1690,Private bank,18-29,Get support,5
R1690,Private bank,18-29,Apply for credit,10
R1691,Private bank,45-59,Open an account,10
R1691,Private bank,45-59,Make a payment,4
R1691,Private bank,45-59,Get support,6
R1691,Private bank,45-59,Apply for credit,10
R1692,Private bank,30-44,Open an account,5
R1692,Private bank,30-44,Make a payment,10
R1692,Private bank,30-44,Get support,6
R1692,Private bank,30-44,Apply for credit,7
R1693,Private bank,30-44,Open an account,7
R1693,Private bank,30-44,Make a payment,7
R1693,Private bank,30-44,Get support,7
R1693,Private bank,30-44,Apply for credit,5
R1694,Private bank,18-29,Open an account,7
R1694,Private bank,18-29,Make a payment,7
R1694,Private bank,18-29,Get support,8
R1694,Private bank,18-29,Apply for credit,6
R1695,Public bank,18-29,Open an account,6
R1695,Public bank,18-29,Make a payment,6
R1695,Public bank,18-29,Get support,3
R1695,Public bank,18-29,Apply for credit,8
R1696,Neobank / payments app,18-29,Open an account,10
R1696,Neobank / payments app,18-29,Make a payment,7
R1696,Neobank / payments app,18-29,Get support,3
R1696,Neobank / payments app,18-29,Apply for credit,7
R1697,Public bank,18-29,Open an account,8
R1697,Public bank,18-29,Make a payment,9
R1697,Public bank,18-29,Get support,7
R1697,Public bank,18-29,Apply for credit,8
R1698,Private bank,45-59,Open an account,7
R1698,Private bank,45-59,Make a payment,10
R1698,Private bank,45-59,Get support,9
R1698,Private bank,45-59,Apply for credit,8
R1699,Private bank,30-44,Open an account,6
R1699,Private bank,30-44,Make a payment,10
R1699,Private bank,30-44,Get support,5
R1699,Private bank,30-44,Apply for credit,8
R1700,Private bank,30-44,Open an account,10
R1700,Private bank,30-44,Make a payment,4
R1700,Private bank,30-44,Get support,9
R1700,Private bank,30-44,Apply for credit,7
R1701,Public bank,18-29,Open an account,6
R1701,Public bank,18-29,Make a payment,7
R1701,Public bank,18-29,Get support,7
R1701,Public bank,18-29,Apply for credit,8
R1702,Private bank,30-44,Open an account,4
R1702,Private bank,30-44,Make a payment,8
R1702,Private bank,30-44,Get support,5
R1702,Private bank,30-44,Apply for credit,5
R1703,Public bank,18-29,Open an account,6
R1703,Public bank,18-29,Make a payment,6
R1703,Public bank,18-29,Get support,8
R1703,Public bank,18-29,Apply for credit,7
R1704,Private bank,45-59,Open an account,9
R1704,Private bank,45-59,Make a payment,7
R1704,Private bank,45-59,Get support,6
R1704,Private bank,45-59,Apply for credit,6
R1705,Private bank,18-29,Open an account,8
R1705,Private bank,18-29,Make a payment,8
R1705,Private bank,18-29,Get support,5
R1705,Private bank,18-29,Apply for credit,7
R1706,Private bank,45-59,Open an account,6
R1706,Private bank,45-59,Make a payment,8
R1706,Private bank,45-59,Get support,8
R1706,Private bank,45-59,Apply for credit,7
R1707,Private bank,18-29,Open an account,7
R1707,Private bank,18-29,Make a payment,8
R1707,Private bank,18-29,Get support,7
R1707,Private bank,18-29,Apply for credit,8
R1708,Private bank,30-44,Open an account,10
R1708,Private bank,30-44,Make a payment,10
R1708,Private bank,30-44,Get support,6
R1708,Private bank,30-44,Apply for credit,3
R1709,Neobank / payments app,45-59,Open an account,7
R1709,Neobank / payments app,45-59,Make a payment,4
R1709,Neobank / payments app,45-59,Get support,5
R1709,Neobank / payments app,45-59,Apply for credit,8
R1710,Private bank,18-29,Open an account,8
R1710,Private bank,18-29,Make a payment,10
R1710,Private bank,18-29,Get support,10
R1710,Private bank,18-29,Apply for credit,10
R1711,Neobank / payments app,45-59,Open an account,10
R1711,Neobank / payments app,45-59,Make a payment,9
R1711,Neobank / payments app,45-59,Get support,6
R1711,Neobank / payments app,45-59,Apply for credit,7
R1712,Private bank,60+,Open an account,6
R1712,Private bank,60+,Make a payment,5
R1712,Private bank,60+,Get support,10
R1712,Private bank,60+,Apply for credit,10
R1713,Neobank / payments app,30-44,Open an account,8
R1713,Neobank / payments app,30-44,Make a payment,10
R1713,Neobank / payments app,30-44,Get support,4
R1713,Neobank / payments app,30-44,Apply for credit,9
R1714,Private bank,18-29,Open an account,7
R1714,Private bank,18-29,Make a payment,6
R1714,Private bank,18-29,Get support,8
R1714,Private bank,18-29,Apply for credit,8
R1715,Public bank,18-29,Open an account,10
R1715,Public bank,18-29,Make a payment,9
R1715,Public bank,18-29,Get support,5
R1715,Public bank,18-29,Apply for credit,7
R1716,Neobank / payments app,30-44,Open an account,10
R1716,Neobank / payments app,30-44,Make a payment,10
R1716,Neobank / payments app,30-44,Get support,4
R1716,Neobank / payments app,30-44,Apply for credit,7
R1717,Neobank / payments app,30-44,Open an account,10
R1717,Neobank / payments app,30-44,Make a payment,10
R1717,Neobank / payments app,30-44,Get support,7
R1717,Neobank / payments app,30-44,Apply for credit,8
R1718,Private bank,18-29,Open an account,6
R1718,Private bank,18-29,Make a payment,8
R1718,Private bank,18-29,Get support,8
R1718,Private bank,18-29,Apply for credit,10
R1719,Private bank,18-29,Open an account,7
R1719,Private bank,18-29,Make a payment,6
R1719,Private bank,18-29,Get support,6
R1719,Private bank,18-29,Apply for credit,6
R1720,Neobank / payments app,18-29,Open an account,10
R1720,Neobank / payments app,18-29,Make a payment,9
R1720,Neobank / payments app,18-29,Get support,3
R1720,Neobank / payments app,18-29,Apply for credit,7
R1721,Neobank / payments app,30-44,Open an account,8
R1721,Neobank / payments app,30-44,Make a payment,10
R1721,Neobank / payments app,30-44,Get support,8
R1721,Neobank / payments app,30-44,Apply for credit,7
R1722,Private bank,45-59,Open an account,9
R1722,Private bank,45-59,Make a payment,10
R1722,Private bank,45-59,Get support,6
R1722,Private bank,45-59,Apply for credit,7
R1723,Neobank / payments app,45-59,Open an account,9
R1723,Neobank / payments app,45-59,Make a payment,10
R1723,Neobank / payments app,45-59,Get support,7
R1723,Neobank / payments app,45-59,Apply for credit,10
R1724,Neobank / payments app,45-59,Open an account,10
R1724,Neobank / payments app,45-59,Make a payment,8
R1724,Neobank / payments app,45-59,Get support,4
R1724,Neobank / payments app,45-59,Apply for credit,4
R1725,Private bank,18-29,Open an account,9
R1725,Private bank,18-29,Make a payment,7
R1725,Private bank,18-29,Get support,9
R1725,Private bank,18-29,Apply for credit,9
R1726,Public bank,18-29,Open an account,10
R1726,Public bank,18-29,Make a payment,7
R1726,Public bank,18-29,Get support,6
R1726,Public bank,18-29,Apply for credit,6
R1727,Neobank / payments app,60+,Open an account,9
R1727,Neobank / payments app,60+,Make a payment,8
R1727,Neobank / payments app,60+,Get support,3
R1727,Neobank / payments app,60+,Apply for credit,9
R1728,Public bank,30-44,Open an account,5
R1728,Public bank,30-44,Make a payment,5
R1728,Public bank,30-44,Get support,7
R1728,Public bank,30-44,Apply for credit,6
R1729,Private bank,30-44,Open an account,7
R1729,Private bank,30-44,Make a payment,8
R1729,Private bank,30-44,Get support,7
R1729,Private bank,30-44,Apply for credit,5
R1730,Private bank,60+,Open an account,10
R1730,Private bank,60+,Make a payment,8
R1730,Private bank,60+,Get support,4
R1730,Private bank,60+,Apply for credit,8
R1731,Neobank / payments app,18-29,Open an account,7
R1731,Neobank / payments app,18-29,Make a payment,10
R1731,Neobank / payments app,18-29,Get support,4
R1731,Neobank / payments app,18-29,Apply for credit,10
R1732,Neobank / payments app,45-59,Open an account,8
R1732,Neobank / payments app,45-59,Make a payment,6
R1732,Neobank / payments app,45-59,Get support,0
R1732,Neobank / payments app,45-59,Apply for credit,7
R1733,Public bank,30-44,Open an account,5
R1733,Public bank,30-44,Make a payment,6
R1733,Public bank,30-44,Get support,4
R1733,Public bank,30-44,Apply for credit,9
R1734,Private bank,30-44,Open an account,5
R1734,Private bank,30-44,Make a payment,5
R1734,Private bank,30-44,Get support,8
R1734,Private bank,30-44,Apply for credit,7
R1735,Private bank,45-59,Open an account,9
R1735,Private bank,45-59,Make a payment,8
R1735,Private bank,45-59,Get support,6
R1735,Private bank,45-59,Apply for credit,10
R1736,Private bank,30-44,Open an account,7
R1736,Private bank,30-44,Make a payment,7
R1736,Private bank,30-44,Get support,10
R1736,Private bank,30-44,Apply for credit,7
R1737,Neobank / payments app,30-44,Open an account,9
R1737,Neobank / payments app,30-44,Make a payment,7
R1737,Neobank / payments app,30-44,Get support,6
R1737,Neobank / payments app,30-44,Apply for credit,7
R1738,Private bank,30-44,Open an account,10
R1738,Private bank,30-44,Make a payment,9
R1738,Private bank,30-44,Get support,8
R1738,Private bank,30-44,Apply for credit,7
R1739,Private bank,45-59,Open an account,8
R1739,Private bank,45-59,Make a payment,8
R1739,Private bank,45-59,Get support,8
R1739,Private bank,45-59,Apply for credit,9
R1740,Private bank,30-44,Open an account,10
R1740,Private bank,30-44,Make a payment,7
R1740,Private bank,30-44,Get support,7
R1740,Private bank,30-44,Apply for credit,9
R1741,Private bank,18-29,Open an account,8
R1741,Private bank,18-29,Make a payment,8
R1741,Private bank,18-29,Get support,8
R1741,Private bank,18-29,Apply for credit,8
R1742,Neobank / payments app,45-59,Open an account,6
R1742,Neobank / payments app,45-59,Make a payment,8
R1742,Neobank / payments app,45-59,Get support,6
R1742,Neobank / payments app,45-59,Apply for credit,10
R1743,Neobank / payments app,18-29,Open an account,10
R1743,Neobank / payments app,18-29,Make a payment,8
R1743,Neobank / payments app,18-29,Get support,3
R1743,Neobank / payments app,18-29,Apply for credit,6
R1744,Neobank / payments app,45-59,Open an account,8
R1744,Neobank / payments app,45-59,Make a payment,10
R1744,Neobank / payments app,45-59,Get support,7
R1744,Neobank / payments app,45-59,Apply for credit,9
R1745,Neobank / payments app,30-44,Open an account,10
R1745,Neobank / payments app,30-44,Make a payment,10
R1745,Neobank / payments app,30-44,Get support,6
R1745,Neobank / payments app,30-44,Apply for credit,7
R1746,Neobank / payments app,45-59,Open an account,9
R1746,Neobank / payments app,45-59,Make a payment,10
R1746,Neobank / payments app,45-59,Get support,9
R1746,Neobank / payments app,45-59,Apply for credit,9
R1747,Public bank,30-44,Open an account,7
R1747,Public bank,30-44,Make a payment,7
R1747,Public bank,30-44,Get support,7
R1747,Public bank,30-44,Apply for credit,5
R1748,Neobank / payments app,30-44,Open an account,8
R1748,Neobank / payments app,30-44,Make a payment,9
R1748,Neobank / payments app,30-44,Get support,6
R1748,Neobank / payments app,30-44,Apply for credit,2
R1749,Neobank / payments app,18-29,Open an account,8
R1749,Neobank / payments app,18-29,Make a payment,6
R1749,Neobank / payments app,18-29,Get support,8
R1749,Neobank / payments app,18-29,Apply for credit,5
R1750,Public bank,18-29,Open an account,4
R1750,Public bank,18-29,Make a payment,7
R1750,Public bank,18-29,Get support,9
R1750,Public bank,18-29,Apply for credit,7
R1751,Public bank,30-44,Open an account,8
R1751,Public bank,30-44,Make a payment,6
R1751,Public bank,30-44,Get support,6
R1751,Public bank,30-44,Apply for credit,5
R1752,Private bank,30-44,Open an account,8
R1752,Private bank,30-44,Make a payment,10
R1752,Private bank,30-44,Get support,10
R1752,Private bank,30-44,Apply for credit,10
R1753,Private bank,30-44,Open an account,8
R1753,Private bank,30-44,Make a payment,7
R1753,Private bank,30-44,Get support,5
R1753,Private bank,30-44,Apply for credit,7
R1754,Neobank / payments app,18-29,Open an account,8
R1754,Neobank / payments app,18-29,Make a payment,10
R1754,Neobank / payments app,18-29,Get support,7
R1754,Neobank / payments app,18-29,Apply for credit,7
R1755,Private bank,45-59,Open an account,5
R1755,Private bank,45-59,Make a payment,6
R1755,Private bank,45-59,Get support,6
R1755,Private bank,45-59,Apply for credit,10
R1756,Neobank / payments app,30-44,Open an account,8
R1756,Neobank / payments app,30-44,Make a payment,8
R1756,Neobank / payments app,30-44,Get support,7
R1756,Neobank / payments app,30-44,Apply for credit,6
R1757,Private bank,18-29,Open an account,9
R1757,Private bank,18-29,Make a payment,10
R1757,Private bank,18-29,Get support,7
R1757,Private bank,18-29,Apply for credit,6
R1758,Private bank,60+,Open an account,6
R1758,Private bank,60+,Make a payment,9
R1758,Private bank,60+,Get support,8
R1758,Private bank,60+,Apply for credit,9
